TIMESTAMP;M_MODULE_ID;M_ENERGY_CONSUMPTION;M_APPARENT_POWER
02.10.2015 17:19;4;41088;11
02.10.2015 17:19;6;44184;23
02.10.2015 17:19;7;45152;19
02.10.2015 17:19;8;46120;15
02.10.2015 17:19;9;47128;16
02.10.2015 17:19;5;48112;14
02.10.2015 17:19;1;40063;7
02.10.2015 17:19;2;43117;13
02.10.2015 17:19;3;42153;17
02.10.2015 17:19;4;41099;11
02.10.2015 17:19;6;44207;23
02.10.2015 17:19;7;45171;19
02.10.2015 17:19;8;46135;15
02.10.2015 17:19;9;47144;16
02.10.2015 17:19;5;48126;14
02.10.2015 17:20;1;40070;7
02.10.2015 17:20;2;43130;13
02.10.2015 17:20;3;42170;17
02.10.2015 17:20;4;41110;11
02.10.2015 17:20;6;44230;23
02.10.2015 17:20;7;45190;19
02.10.2015 17:20;8;46150;15
02.10.2015 17:20;9;47160;16
02.10.2015 17:20;5;48140;14
02.10.2015 17:20;1;40077;7
02.10.2015 17:20;2;43143;13
02.10.2015 17:20;3;42187;17
02.10.2015 17:20;4;41121;11
02.10.2015 17:20;6;44253;23
02.10.2015 17:20;7;45209;19
02.10.2015 17:20;8;46165;15
02.10.2015 17:20;9;47176;16
02.10.2015 17:20;5;48154;14
02.10.2015 17:21;1;40084;7
02.10.2015 17:21;2;43156;13
02.10.2015 17:21;3;42204;17
02.10.2015 17:21;4;41132;11
02.10.2015 17:21;6;44276;23
02.10.2015 17:21;7;45228;19
02.10.2015 17:21;8;46180;15
02.10.2015 17:21;9;47192;16
02.10.2015 17:21;5;48168;14
02.10.2015 17:21;1;40091;7
02.10.2015 17:21;2;43169;13
02.10.2015 17:21;3;42221;17
02.10.2015 17:21;4;41143;11
02.10.2015 17:21;6;44299;23
02.10.2015 17:21;7;45247;19
02.10.2015 17:21;8;46195;15
02.10.2015 17:21;9;47208;16
02.10.2015 17:21;5;48182;14
02.10.2015 17:22;1;40098;7
02.10.2015 17:22;2;43182;13
02.10.2015 17:22;3;42238;17
02.10.2015 17:22;4;41154;11
02.10.2015 17:22;6;44322;23
02.10.2015 17:22;7;45266;19
02.10.2015 17:22;8;46210;15
02.10.2015 17:22;9;47224;16
02.10.2015 17:22;5;48196;14
02.10.2015 17:22;1;40105;7
02.10.2015 17:22;2;43195;13
02.10.2015 17:22;3;42255;17
02.10.2015 17:22;4;41165;11
02.10.2015 17:22;6;44345;23
02.10.2015 17:22;7;45285;19
02.10.2015 17:22;8;46225;15
02.10.2015 17:22;9;47240;16
02.10.2015 17:22;5;48210;14
02.10.2015 17:23;1;40112;7
02.10.2015 17:23;2;43208;13
02.10.2015 17:23;3;42272;17
02.10.2015 17:23;4;41176;11
02.10.2015 17:23;6;44368;23
02.10.2015 17:23;7;45304;19
02.10.2015 17:23;8;46240;15
02.10.2015 17:23;9;47256;16
02.10.2015 17:23;5;48224;14
02.10.2015 17:23;1;40119;7
02.10.2015 17:23;2;43221;13
02.10.2015 17:23;3;42289;17
02.10.2015 17:23;4;41187;11
02.10.2015 17:23;6;44391;23
02.10.2015 17:23;7;45323;19
02.10.2015 17:23;8;46255;15
02.10.2015 17:23;9;47272;16
02.10.2015 17:23;5;48238;14
02.10.2015 17:24;1;40126;7
02.10.2015 17:24;2;43234;13
02.10.2015 17:24;3;42306;17
02.10.2015 17:24;4;41198;11
02.10.2015 17:24;6;44414;23
02.10.2015 17:24;7;45342;19
02.10.2015 17:24;8;46270;15
02.10.2015 17:24;9;47288;16
02.10.2015 17:24;5;48252;14
02.10.2015 17:24;1;40133;7
02.10.2015 17:24;2;43247;13
02.10.2015 17:24;3;42323;17
02.10.2015 17:24;4;41209;11
02.10.2015 17:24;6;44437;23
02.10.2015 17:24;7;45361;19
02.10.2015 17:24;8;46285;15
02.10.2015 17:24;9;47304;16
02.10.2015 17:24;5;48266;14
02.10.2015 17:25;1;40140;7
02.10.2015 17:25;2;43260;13
02.10.2015 17:25;3;42340;17
02.10.2015 17:25;4;41220;11
02.10.2015 17:25;6;44460;23
02.10.2015 17:25;7;45380;19
02.10.2015 17:25;8;46300;15
02.10.2015 17:25;9;47320;16
02.10.2015 17:25;5;48280;14
02.10.2015 17:25;1;40147;7
02.10.2015 17:25;2;43273;13
02.10.2015 17:25;3;42357;17
02.10.2015 17:25;4;41231;11
02.10.2015 17:25;6;44483;23
02.10.2015 17:25;7;45399;19
02.10.2015 17:25;8;46315;15
02.10.2015 17:25;9;47336;16
02.10.2015 17:25;5;48294;14
02.10.2015 17:26;1;40154;7
02.10.2015 17:26;2;43286;13
02.10.2015 17:26;3;42374;17
02.10.2015 17:26;4;41242;11
02.10.2015 17:26;6;44506;23
02.10.2015 17:26;7;45418;19
02.10.2015 17:26;8;46330;15
02.10.2015 17:26;9;47352;16
02.10.2015 17:26;5;48308;14
02.10.2015 17:26;1;40161;7
02.10.2015 17:26;2;43299;13
02.10.2015 17:26;3;42391;17
02.10.2015 17:26;4;41253;11
02.10.2015 17:26;6;44529;23
02.10.2015 17:26;7;45437;19
02.10.2015 17:26;8;46345;15
02.10.2015 17:26;9;47368;16
02.10.2015 17:26;5;48322;14
02.10.2015 17:27;1;40168;7
02.10.2015 17:27;2;43312;13
02.10.2015 17:27;3;42408;17
02.10.2015 17:27;4;41264;11
02.10.2015 17:27;6;44552;23
02.10.2015 17:27;7;45456;19
02.10.2015 17:27;8;46360;15
02.10.2015 17:27;9;47384;16
02.10.2015 17:27;5;48336;14
02.10.2015 17:27;1;40175;7
02.10.2015 17:27;2;43325;13
02.10.2015 17:27;3;42425;17
02.10.2015 17:27;4;41275;11
02.10.2015 17:27;6;44575;23
02.10.2015 17:27;7;45475;19
02.10.2015 17:27;8;46375;15
02.10.2015 17:27;9;47400;16
02.10.2015 17:27;5;48350;14
02.10.2015 17:28;1;40182;7
02.10.2015 17:28;2;43338;13
02.10.2015 17:28;3;42442;17
02.10.2015 17:28;4;41286;11
02.10.2015 17:28;6;44598;23
02.10.2015 17:28;7;45494;19
02.10.2015 17:28;8;46390;15
02.10.2015 17:28;9;47416;16
02.10.2015 17:28;5;48364;14
02.10.2015 17:28;1;40189;7
02.10.2015 17:28;2;43351;13
02.10.2015 17:28;3;42459;17
02.10.2015 17:28;4;41297;11
02.10.2015 17:28;6;44621;23
02.10.2015 17:28;7;45513;19
02.10.2015 17:28;8;46405;15
02.10.2015 17:28;9;47432;16
02.10.2015 17:28;5;48378;14
02.10.2015 17:29;1;40196;7
02.10.2015 17:29;2;43364;13
02.10.2015 17:29;3;42476;17
02.10.2015 17:29;4;41308;11
02.10.2015 17:29;6;44644;23
02.10.2015 17:29;7;45532;19
02.10.2015 17:29;8;46420;15
02.10.2015 17:29;9;47448;16
02.10.2015 17:29;5;48392;14
02.10.2015 17:29;1;40203;7
02.10.2015 17:29;2;43377;13
02.10.2015 17:29;3;42493;17
02.10.2015 17:29;4;41319;11
02.10.2015 17:29;6;44667;23
02.10.2015 17:29;7;45551;19
02.10.2015 17:29;8;46435;15
02.10.2015 17:29;9;47464;16
02.10.2015 17:29;5;48406;14
02.10.2015 17:30;1;40210;7
02.10.2015 17:30;2;43390;13
02.10.2015 17:30;3;42510;17
02.10.2015 17:30;4;41330;11
02.10.2015 17:30;6;44690;23
02.10.2015 17:30;7;45570;19
02.10.2015 17:30;8;46450;15
02.10.2015 17:30;9;47480;16
02.10.2015 17:30;5;48420;14
02.10.2015 17:30;1;40217;7
02.10.2015 17:30;2;43403;13
02.10.2015 17:30;3;42527;17
02.10.2015 17:30;4;41341;11
02.10.2015 17:30;6;44713;23
02.10.2015 17:30;7;45589;19
02.10.2015 17:30;8;46465;15
02.10.2015 17:30;9;47496;16
02.10.2015 17:30;5;48434;14
02.10.2015 17:31;1;40224;7
02.10.2015 17:31;2;43416;13
02.10.2015 17:31;3;42544;17
02.10.2015 17:31;4;41352;11
02.10.2015 17:31;6;44736;23
02.10.2015 17:31;7;45608;19
02.10.2015 17:31;8;46480;15
02.10.2015 17:31;9;47512;16
02.10.2015 17:31;5;48448;14
02.10.2015 17:31;1;40231;7
02.10.2015 17:31;2;43429;13
02.10.2015 17:31;3;42561;17
02.10.2015 17:31;4;41363;11
02.10.2015 17:31;6;44759;23
02.10.2015 17:31;7;45627;19
02.10.2015 17:31;8;46495;15
02.10.2015 17:31;9;47528;16
02.10.2015 17:31;5;48462;14
02.10.2015 17:32;1;40238;7
02.10.2015 17:32;2;43442;13
02.10.2015 17:32;3;42578;17
02.10.2015 17:32;4;41374;11
02.10.2015 17:32;6;44782;23
02.10.2015 17:32;7;45646;19
02.10.2015 17:32;8;46510;15
02.10.2015 17:32;9;47544;16
02.10.2015 17:32;5;48476;14
02.10.2015 17:32;1;40245;7
02.10.2015 17:32;2;43455;13
02.10.2015 17:32;3;42595;17
02.10.2015 17:32;4;41385;11
02.10.2015 17:32;6;44805;23
02.10.2015 17:32;7;45665;19
02.10.2015 17:32;8;46525;15
02.10.2015 17:32;9;47560;16
02.10.2015 17:32;5;48490;14
02.10.2015 17:33;1;40252;7
02.10.2015 17:33;2;43468;13
02.10.2015 17:33;3;42612;17
02.10.2015 17:33;4;41396;11
02.10.2015 17:33;6;44828;23
02.10.2015 17:33;7;45684;19
02.10.2015 17:33;8;46540;15
02.10.2015 17:33;9;47576;16
02.10.2015 17:33;5;48504;14
02.10.2015 17:33;1;40259;7
02.10.2015 17:33;2;43481;13
02.10.2015 17:33;3;42629;17
02.10.2015 17:33;4;41407;11
02.10.2015 17:33;6;44851;23
02.10.2015 17:33;7;45703;19
02.10.2015 17:33;8;46555;15
02.10.2015 17:33;9;47592;16
02.10.2015 17:33;5;48518;14
02.10.2015 17:34;1;40266;7
02.10.2015 17:34;2;43494;13
02.10.2015 17:34;3;42646;17
02.10.2015 17:34;4;41418;11
02.10.2015 17:34;6;44874;23
02.10.2015 17:34;7;45722;19
02.10.2015 17:34;8;46570;15
02.10.2015 17:34;9;47608;16
02.10.2015 17:34;5;48532;14
02.10.2015 17:34;1;40273;7
02.10.2015 17:34;2;43507;13
02.10.2015 17:34;3;42663;17
02.10.2015 17:34;4;41429;11
02.10.2015 17:34;6;44897;23
02.10.2015 17:34;7;45741;19
02.10.2015 17:34;8;46585;15
02.10.2015 17:34;9;47624;16
02.10.2015 17:34;5;48546;14
02.10.2015 17:35;1;40280;7
02.10.2015 17:35;2;43520;13
02.10.2015 17:35;3;42680;17
02.10.2015 17:35;4;41440;11
02.10.2015 17:35;6;44920;23
02.10.2015 17:35;7;45760;19
02.10.2015 17:35;8;46600;15
02.10.2015 17:35;9;47640;16
02.10.2015 17:35;5;48560;14
02.10.2015 17:35;1;40287;7
02.10.2015 17:35;2;43533;13
02.10.2015 17:35;3;42697;17
02.10.2015 17:35;4;41451;11
02.10.2015 17:35;6;44943;23
02.10.2015 17:35;7;45779;19
02.10.2015 17:35;8;46615;15
02.10.2015 17:35;9;47656;16
02.10.2015 17:35;5;48574;14
02.10.2015 17:36;1;40294;7
02.10.2015 17:36;2;43546;13
02.10.2015 17:36;3;42714;17
02.10.2015 17:36;4;41462;11
02.10.2015 17:36;6;44966;23
02.10.2015 17:36;7;45798;19
02.10.2015 17:36;8;46630;15
02.10.2015 17:36;9;47672;16
02.10.2015 17:36;5;48588;14
02.10.2015 17:36;1;40301;7
02.10.2015 17:36;2;43559;13
02.10.2015 17:36;3;42731;17
02.10.2015 17:36;4;41473;11
02.10.2015 17:36;6;44989;23
02.10.2015 17:36;7;45817;19
02.10.2015 17:36;8;46645;15
02.10.2015 17:36;9;47688;16
02.10.2015 17:36;5;48602;14
02.10.2015 17:37;1;40308;7
02.10.2015 17:37;2;43572;13
02.10.2015 17:37;3;42748;17
02.10.2015 17:37;4;41484;11
02.10.2015 17:37;6;45012;23
02.10.2015 17:37;7;45836;19
02.10.2015 17:37;8;46660;15
02.10.2015 17:37;9;47704;16
02.10.2015 17:37;5;48616;14
02.10.2015 17:37;1;40315;7
02.10.2015 17:37;2;43585;13
02.10.2015 17:37;3;42765;17
02.10.2015 17:37;4;41495;11
02.10.2015 17:37;6;45035;23
02.10.2015 17:37;7;45855;19
02.10.2015 17:37;8;46675;15
02.10.2015 17:37;9;47720;16
02.10.2015 17:37;5;48630;14
02.10.2015 17:38;1;40322;7
02.10.2015 17:38;2;43598;13
02.10.2015 17:38;3;42782;17
02.10.2015 17:38;4;41506;11
02.10.2015 17:38;6;45058;23
02.10.2015 17:38;7;45874;19
02.10.2015 17:38;8;46690;15
02.10.2015 17:38;9;47736;16
02.10.2015 17:38;5;48644;14
02.10.2015 17:38;1;40329;7
02.10.2015 17:38;2;43611;13
02.10.2015 17:38;3;42799;17
02.10.2015 17:38;4;41517;11
02.10.2015 17:38;6;45081;23
02.10.2015 17:38;7;45893;19
02.10.2015 17:38;8;46705;15
02.10.2015 17:38;9;47752;16
02.10.2015 17:38;5;48658;14
02.10.2015 17:39;1;40336;7
02.10.2015 17:39;2;43624;13
02.10.2015 17:39;3;42816;17
02.10.2015 17:39;4;41528;11
02.10.2015 17:39;6;45104;23
02.10.2015 17:39;7;45912;19
02.10.2015 17:39;8;46720;15
02.10.2015 17:39;9;47768;16
02.10.2015 17:39;5;48672;14
02.10.2015 17:39;1;40343;7
02.10.2015 17:39;2;43637;13
02.10.2015 17:39;3;42833;17
02.10.2015 17:39;4;41539;11
02.10.2015 17:39;6;45127;23
02.10.2015 17:39;7;45931;19
02.10.2015 17:39;8;46735;15
02.10.2015 17:39;9;47784;16
02.10.2015 17:39;5;48686;14
02.10.2015 17:40;1;40350;7
02.10.2015 17:40;2;43650;13
02.10.2015 17:40;3;42850;17
02.10.2015 17:40;4;41550;11
02.10.2015 17:40;6;45150;23
02.10.2015 17:40;7;45950;19
02.10.2015 17:40;8;46750;15
02.10.2015 17:40;9;47800;16
02.10.2015 17:40;5;48700;14
02.10.2015 17:40;1;40357;7
02.10.2015 17:40;2;43663;13
02.10.2015 17:40;3;42867;17
02.10.2015 17:40;4;41561;11
02.10.2015 17:40;6;45173;23
02.10.2015 17:40;7;45969;19
02.10.2015 17:40;8;46765;15
02.10.2015 17:40;9;47816;16
02.10.2015 17:40;5;48714;14
02.10.2015 17:41;1;40364;7
02.10.2015 17:41;2;43676;13
02.10.2015 17:41;3;42884;17
02.10.2015 17:41;4;41572;11
02.10.2015 17:41;6;45196;23
02.10.2015 17:41;7;45988;19
02.10.2015 17:41;8;46780;15
02.10.2015 17:41;9;47832;16
02.10.2015 17:41;5;48728;14
02.10.2015 17:41;1;40371;7
02.10.2015 17:41;2;43689;13
02.10.2015 17:41;3;42901;17
02.10.2015 17:41;4;41583;11
02.10.2015 17:41;6;45219;23
02.10.2015 17:41;7;46007;19
02.10.2015 17:41;8;46795;15
02.10.2015 17:41;9;47848;16
02.10.2015 17:41;5;48742;14
02.10.2015 17:42;1;40378;7
02.10.2015 17:42;2;43702;13
02.10.2015 17:42;3;42918;17
02.10.2015 17:42;4;41594;11
02.10.2015 17:42;6;45242;23
02.10.2015 17:42;7;46026;19
02.10.2015 17:42;8;46810;15
02.10.2015 17:42;9;47864;16
02.10.2015 17:42;5;48756;14
02.10.2015 17:42;1;40385;7
02.10.2015 17:42;2;43715;13
02.10.2015 17:42;3;42935;17
02.10.2015 17:42;4;41605;11
02.10.2015 17:42;6;45265;23
02.10.2015 17:42;7;46045;19
02.10.2015 17:42;8;46825;15
02.10.2015 17:42;9;47880;16
02.10.2015 17:42;5;48770;14
02.10.2015 17:43;1;40392;7
02.10.2015 17:43;2;43728;13
02.10.2015 17:43;3;42952;17
02.10.2015 17:43;4;41616;11
02.10.2015 17:43;6;45288;23
02.10.2015 17:43;7;46064;19
02.10.2015 17:43;8;46840;15
02.10.2015 17:43;9;47896;16
02.10.2015 17:43;5;48784;14
02.10.2015 17:43;1;40399;7
02.10.2015 17:43;2;43741;13
02.10.2015 17:43;3;42969;17
02.10.2015 17:43;4;41627;11
02.10.2015 17:43;6;45311;23
02.10.2015 17:43;7;46083;19
02.10.2015 17:43;8;46855;15
02.10.2015 17:43;9;47912;16
02.10.2015 17:43;5;48798;14
02.10.2015 17:44;1;40406;7
02.10.2015 17:44;2;43754;13
02.10.2015 17:44;3;42986;17
02.10.2015 17:44;4;41638;11
02.10.2015 17:44;6;45334;23
02.10.2015 17:44;7;46102;19
02.10.2015 17:44;8;46870;15
02.10.2015 17:44;9;47928;16
02.10.2015 17:44;5;48812;14
02.10.2015 17:44;1;40413;7
02.10.2015 17:44;2;43767;13
02.10.2015 17:44;3;43003;17
02.10.2015 17:44;4;41649;11
02.10.2015 17:44;6;45357;23
02.10.2015 17:44;7;46121;19
02.10.2015 17:44;8;46885;15
02.10.2015 17:44;9;47944;16
02.10.2015 17:44;5;48826;14
02.10.2015 17:45;1;40420;7
02.10.2015 17:45;2;43780;13
02.10.2015 17:45;3;43020;17
02.10.2015 17:45;4;41660;11
02.10.2015 17:45;6;45380;23
02.10.2015 17:45;7;46140;19
02.10.2015 17:45;8;46900;15
02.10.2015 17:45;9;47960;16
02.10.2015 17:45;5;48840;14
02.10.2015 17:45;1;40427;7
02.10.2015 17:45;2;43793;13
02.10.2015 17:45;3;43037;17
02.10.2015 17:45;4;41671;11
02.10.2015 17:45;6;45403;23
02.10.2015 17:45;7;46159;19
02.10.2015 17:45;8;46915;15
02.10.2015 17:45;9;47976;16
02.10.2015 17:45;5;48854;14
02.10.2015 17:46;1;40434;7
02.10.2015 17:46;2;43806;13
02.10.2015 17:46;3;43054;17
02.10.2015 17:46;4;41682;11
02.10.2015 17:46;6;45426;23
02.10.2015 17:46;7;46178;19
02.10.2015 17:46;8;46930;15
02.10.2015 17:46;9;47992;16
02.10.2015 17:46;5;48868;14
02.10.2015 17:46;1;40441;7
02.10.2015 17:46;2;43819;13
02.10.2015 17:46;3;43071;17
02.10.2015 17:46;4;41693;11
02.10.2015 17:46;6;45449;23
02.10.2015 17:46;7;46197;19
02.10.2015 17:46;8;46945;15
02.10.2015 17:46;9;48008;16
02.10.2015 17:46;5;48882;14
02.10.2015 17:47;1;40448;7
02.10.2015 17:47;2;43832;13
02.10.2015 17:47;3;43088;17
02.10.2015 17:47;4;41704;11
02.10.2015 17:47;6;45472;23
02.10.2015 17:47;7;46216;19
02.10.2015 17:47;8;46960;15
02.10.2015 17:47;9;48024;16
02.10.2015 17:47;5;48896;14
02.10.2015 17:47;1;40455;7
02.10.2015 17:47;2;43845;13
02.10.2015 17:47;3;43105;17
02.10.2015 17:47;4;41715;11
02.10.2015 17:47;6;45495;23
02.10.2015 17:47;7;46235;19
02.10.2015 17:47;8;46975;15
02.10.2015 17:47;9;48040;16
02.10.2015 17:47;5;48910;14
02.10.2015 17:48;1;40462;7
02.10.2015 17:48;2;43858;13
02.10.2015 17:48;3;43122;17
02.10.2015 17:48;4;41726;11
02.10.2015 17:48;6;45518;23
02.10.2015 17:48;7;46254;19
02.10.2015 17:48;8;46990;15
02.10.2015 17:48;9;48056;16
02.10.2015 17:48;5;48924;14
02.10.2015 17:48;1;40469;7
02.10.2015 17:48;2;43871;13
02.10.2015 17:48;3;43139;17
02.10.2015 17:48;4;41737;11
02.10.2015 17:48;6;45541;23
02.10.2015 17:48;7;46273;19
02.10.2015 17:48;8;47005;15
02.10.2015 17:48;9;48072;16
02.10.2015 17:48;5;48938;14
02.10.2015 17:49;1;40476;7
02.10.2015 17:49;2;43884;13
02.10.2015 17:49;3;43156;17
02.10.2015 17:49;4;41748;11
02.10.2015 17:49;6;45564;23
02.10.2015 17:49;7;46292;19
02.10.2015 17:49;8;47020;15
02.10.2015 17:49;9;48088;16
02.10.2015 17:49;5;48952;14
02.10.2015 17:49;1;40483;7
02.10.2015 17:49;2;43897;13
02.10.2015 17:49;3;43173;17
02.10.2015 17:49;4;41759;11
02.10.2015 17:49;6;45587;23
02.10.2015 17:49;7;46311;19
02.10.2015 17:49;8;47035;15
02.10.2015 17:49;9;48104;16
02.10.2015 17:49;5;48966;14
02.10.2015 17:50;1;40490;7
02.10.2015 17:50;2;43910;13
02.10.2015 17:50;3;43190;17
02.10.2015 17:50;4;41770;11
02.10.2015 17:50;6;45610;23
02.10.2015 17:50;7;46330;19
02.10.2015 17:50;8;47050;15
02.10.2015 17:50;9;48120;16
02.10.2015 17:50;5;48980;14
02.10.2015 17:50;1;40497;7
02.10.2015 17:50;2;43923;13
02.10.2015 17:50;3;43207;17
02.10.2015 17:50;4;41781;11
02.10.2015 17:50;6;45633;23
02.10.2015 17:50;7;46349;19
02.10.2015 17:50;8;47065;15
02.10.2015 17:50;9;48136;16
02.10.2015 17:50;5;48994;14
02.10.2015 17:51;1;40504;7
02.10.2015 17:51;2;43936;13
02.10.2015 17:51;3;43224;17
02.10.2015 17:51;4;41792;11
02.10.2015 17:51;6;45656;23
02.10.2015 17:51;7;46368;19
02.10.2015 17:51;8;47080;15
02.10.2015 17:51;9;48152;16
02.10.2015 17:51;5;49008;14
02.10.2015 17:51;1;40511;7
02.10.2015 17:51;2;43949;13
02.10.2015 17:51;3;43241;17
02.10.2015 17:51;4;41803;11
02.10.2015 17:51;6;45679;23
02.10.2015 17:51;7;46387;19
02.10.2015 17:51;8;47095;15
02.10.2015 17:51;9;48168;16
02.10.2015 17:51;5;49022;14
02.10.2015 17:52;1;40518;7
02.10.2015 17:52;2;43962;13
02.10.2015 17:52;3;43258;17
02.10.2015 17:52;4;41814;11
02.10.2015 17:52;6;45702;23
02.10.2015 17:52;7;46406;19
02.10.2015 17:52;8;47110;15
02.10.2015 17:52;9;48184;16
02.10.2015 17:52;5;49036;14
02.10.2015 17:52;1;40525;7
02.10.2015 17:52;2;43975;13
02.10.2015 17:52;3;43275;17
02.10.2015 17:52;4;41825;11
02.10.2015 17:52;6;45725;23
02.10.2015 17:52;7;46425;19
02.10.2015 17:52;8;47125;15
02.10.2015 17:52;9;48200;16
02.10.2015 17:52;5;49050;14
02.10.2015 17:53;1;40532;7
02.10.2015 17:53;2;43988;13
02.10.2015 17:53;3;43292;17
02.10.2015 17:53;4;41836;11
02.10.2015 17:53;6;45748;23
02.10.2015 17:53;7;46444;19
02.10.2015 17:53;8;47140;15
02.10.2015 17:53;9;48216;16
02.10.2015 17:53;5;49064;14
02.10.2015 17:53;1;40539;7
02.10.2015 17:53;2;44001;13
02.10.2015 17:53;3;43309;17
02.10.2015 17:53;4;41847;11
02.10.2015 17:53;6;45771;23
02.10.2015 17:53;7;46463;19
02.10.2015 17:53;8;47155;15
02.10.2015 17:53;9;48232;16
02.10.2015 17:53;5;49078;14
02.10.2015 17:54;1;40546;7
02.10.2015 17:54;2;44014;13
02.10.2015 17:54;3;43326;17
02.10.2015 17:54;4;41858;11
02.10.2015 17:54;6;45794;23
02.10.2015 17:54;7;46482;19
02.10.2015 17:54;8;47170;15
02.10.2015 17:54;9;48248;16
02.10.2015 17:54;5;49092;14
02.10.2015 17:54;1;40553;7
02.10.2015 17:54;2;44027;13
02.10.2015 17:54;3;43343;17
02.10.2015 17:54;4;41869;11
02.10.2015 17:54;6;45817;23
02.10.2015 17:54;7;46501;19
02.10.2015 17:54;8;47185;15
02.10.2015 17:54;9;48264;16
02.10.2015 17:54;5;49106;14
02.10.2015 17:55;1;40560;7
02.10.2015 17:55;2;44040;13
02.10.2015 17:55;3;43360;17
02.10.2015 17:55;4;41880;11
02.10.2015 17:55;6;45840;23
02.10.2015 17:55;7;46520;19
02.10.2015 17:55;8;47200;15
02.10.2015 17:55;9;48280;16
02.10.2015 17:55;5;49120;14
02.10.2015 17:55;1;40567;7
02.10.2015 17:55;2;44053;13
02.10.2015 17:55;3;43377;17
02.10.2015 17:55;4;41891;11
02.10.2015 17:55;6;45863;23
02.10.2015 17:55;7;46539;19
02.10.2015 17:55;8;47215;15
02.10.2015 17:55;9;48296;16
02.10.2015 17:55;5;49134;14
02.10.2015 17:56;1;40574;7
02.10.2015 17:56;2;44066;13
02.10.2015 17:56;3;43394;17
02.10.2015 17:56;4;41902;11
02.10.2015 17:56;6;45886;23
02.10.2015 17:56;7;46558;19
02.10.2015 17:56;8;47230;15
02.10.2015 17:56;9;48312;16
02.10.2015 17:56;5;49148;14
02.10.2015 17:56;1;40581;7
02.10.2015 17:56;2;44079;13
02.10.2015 17:56;3;43411;17
02.10.2015 17:56;4;41913;11
02.10.2015 17:56;6;45909;23
02.10.2015 17:56;7;46577;19
02.10.2015 17:56;8;47245;15
02.10.2015 17:56;9;48328;16
02.10.2015 17:56;5;49162;14
02.10.2015 17:57;1;40588;7
02.10.2015 17:57;2;44092;13
02.10.2015 17:57;3;43428;17
02.10.2015 17:57;4;41924;11
02.10.2015 17:57;6;45932;23
02.10.2015 17:57;7;46596;19
02.10.2015 17:57;8;47260;15
02.10.2015 17:57;9;48344;16
02.10.2015 17:57;5;49176;14
02.10.2015 17:57;1;40595;7
02.10.2015 17:57;2;44105;13
02.10.2015 17:57;3;43445;17
02.10.2015 17:57;4;41935;11
02.10.2015 17:57;6;45955;23
02.10.2015 17:57;7;46615;19
02.10.2015 17:57;8;47275;15
